icao_code,iata_code,airport_name,city,country,lat_degrees,lat_minutes,lat_seconds,lat_direction,lon_degrees,lon_minutes,lon_seconds,lon_direction,altitude,lat_dec,lon_dec
CYTC,N/A,N/A,ETHELDA BAY,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYTE,YTE,CAPE DORSET,CAPE DORSET,CANADA,064,013,048,N,076,031,036,W,00050,64.23,-76.527
CYTH,YTH,THOMPSON,THOMPSON,CANADA,055,048,004,N,097,051,051,W,00223,55.801,-97.864
CYTL,YTL,N/A,BIG TROUT LAKE,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYTR,YTR,TRENTON,TRENTON,CANADA,044,007,008,N,077,031,041,W,00087,44.119,-77.528
CYTS,YTS,TIMMINS,TIMMINS,CANADA,048,034,011,N,081,022,036,W,00295,48.57,-81.377
CYTZ,YTZ,CITY CENTRE,TORONTO,CANADA,043,037,039,N,079,023,046,W,00077,43.627,-79.396
CYUA,N/A,N/A,SHINGLE POINT,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYUB,YUB,TUKTOYAKTUK,TUKTOYAKTUK,CANADA,069,026,000,N,133,001,035,W,00005,69.433,-133.026
CYUC,N/A,N/A,NICHOLSON PENINSULAR,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYUF,YUF,N/A,PELLY BAY,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYUH,N/A,N/A,CLINTON POINT,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYUI,N/A,N/A,CAPE YOUNG,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYUJ,N/A,N/A,LADY FRANKLIN POINT,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYUK,N/A,N/A,BYRON BAY,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYUL,YUL,MONTREAL INTERNATIONAL DORVAL,MONTREAL,CANADA,045,028,005,N,073,044,029,W,00036,45.468,-73.741
CYUQ,N/A,N/A,JENNY LIND ISLAND,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYUR,N/A,N/A,GLADMAN POINT,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYUS,N/A,N/A,SHEPHERD BAY,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYUT,YUT,REPULSE BAY,REPULSE BAY,CANADA,066,031,017,N,086,013,029,W,00025,66.521,-86.225
CYUX,YUX,HALL BEACH,HALL BEACH,CANADA,068,046,034,N,081,014,037,W,00009,68.776,-81.244
CYUY,YUY,ROUYN NORANDA,ROUYN,CANADA,048,012,022,N,078,050,008,W,00302,48.206,-78.836
CYVC,YVC,LA RONGE,LA RONGE,CANADA,055,009,005,N,105,015,043,W,00379,55.151,-105.262
CYVG,YVG,VERMILION,VERMILLION,CANADA,053,021,021,N,110,049,026,W,00618,53.356,-110.824
CYVM,YVM,QIKIQTARJUAQ,BROUGHTON ISLAND,CANADA,067,032,045,N,064,001,053,W,00007,67.546,-64.031
CYVN,N/A,N/A,CAPE DYER,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYVO,YVO,VAL D OR,VAL D'OR,CANADA,048,003,012,N,077,046,058,W,00338,48.053,-77.783
CYVP,YVP,KUUJJUAQ,QUUJJUAQ,CANADA,058,005,046,N,068,025,037,W,00040,58.096,-68.427
CYVQ,YVQ,NORMAN WELLS,NORMAN WELLS,CANADA,065,016,057,N,126,048,001,W,00074,65.282,-126.8
CYVR,YVR,VANCOUVER INTERNATIONAL,VANCOUVER,CANADA,049,011,042,N,123,010,055,W,00005,49.195,-123.182
CYVT,YVT,BUFFALO NARROWS,BUFFALO NARROWS,CANADA,055,050,031,N,108,025,003,W,00441,55.842,-108.418
CYVV,YVV,WIARTON,WIARTON,CANADA,044,044,045,N,081,006,026,W,00223,44.746,-81.107
CYWA,YWA,PETAWAWA,PETAWAWA,CANADA,045,057,008,N,077,019,009,W,00131,45.952,-77.319
CYWG,YWG,WINNIPEG INTERNATIONAL,WINNIPEG,CANADA,049,054,036,N,097,014,004,W,00239,49.91,-97.234
CYWK,YWK,WABUSH,WABUSH,CANADA,052,055,019,N,066,051,052,W,00552,52.922,-66.864
CYWL,YWL,WILLIAMS LAKE,WILLIAMS LAKE,CANADA,052,010,059,N,122,003,015,W,00941,52.183,-122.054
CYWO,N/A,N/A,LUPIN,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYWR,N/A,N/A,WHITE RIVER,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYWY,YWY,WRIGLEY,WRIGLEY,CANADA,063,012,034,N,123,026,012,W,00151,63.209,-123.437
CYXC,YXC,CRANBROOK,CRANBROOK,CANADA,049,036,037,N,115,046,057,W,00940,49.61,-115.782
CYXD,YXD,EDMONTON CITY CENTRE,EDMONTON,CANADA,053,034,021,N,113,031,014,W,00671,53.573,-113.521
CYXE,YXE,SASKATOON J G DIEFENBAKER INTERNATIONAL,SASKATOON,CANADA,052,010,015,N,106,041,059,W,00504,52.171,-106.7
CYXH,YXH,MEDICINE HAT,MEDICINE HAT,CANADA,050,001,008,N,110,043,015,W,00717,50.019,-110.721
CYXI,N/A,N/A,KILLALOE,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYXJ,YXJ,FORT ST JOHN,FORT SAINT JOHN,CANADA,056,014,017,N,120,044,025,W,00695,56.238,-120.74
CYXL,YXL,SIOUX LOOKOUT,SIOUX LOOKOUT,CANADA,050,006,052,N,091,054,015,W,00391,50.114,-91.904
CYXN,YXN,N/A,WHALE COVE,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYXP,YXP,PANGNIRTUNG,PANGNIRTUNG,CANADA,066,008,042,N,065,042,049,W,00023,66.145,-65.714
CYXR,YXR,TIMISKAMING RGNL,EARLTON,CANADA,047,041,042,N,079,050,056,W,00244,47.695,-79.849
CYXS,YXS,PRINCE GEORGE,PRINCE GEORGE,CANADA,053,053,022,N,122,040,044,W,00691,53.889,-122.679
CYXT,YXT,TERRACE,TERRACE,CANADA,054,027,059,N,128,034,039,W,00218,54.466,-128.577
CYXU,YXU,LONDON,LONDON,CANADA,043,002,008,N,081,009,014,W,00278,43.036,-81.154
CYXX,YXX,ABBOTSFORD,ABBOTSFORD,CANADA,049,001,031,N,122,021,048,W,00058,49.025,-122.363
CYXY,YXY,WHITEHORSE INTERNATIONAL,WHITEHORSE,CANADA,060,042,034,N,135,004,006,W,00707,60.709,-135.068
CYYB,YYB,NORTH BAY,NORTH BAY,CANADA,046,021,049,N,079,025,022,W,00371,46.364,-79.423
CYYC,YYC,CALGARY INTERNATIONAL,CALGARY,CANADA,051,006,050,N,114,001,013,W,01085,51.114,-114.02
CYYD,YYD,SMITHERS,SMITHERS,CANADA,054,049,029,N,127,010,058,W,00522,54.825,-127.183
CYYE,YYE,FORT NELSON,FORT NELSON,CANADA,058,050,011,N,122,035,049,W,00382,58.836,-122.597
CYYF,YYF,PENTICTON,PENTICTON,CANADA,049,027,046,N,119,036,008,W,00345,49.463,-119.602
CYYG,YYG,CHARLOTTETOWN,CHARLOTTETOWN,CANADA,046,017,024,N,063,007,016,W,00049,46.29,-63.121
CYYH,YYH,TALOYOAK,SPENCE BAY,CANADA,069,032,048,N,093,034,036,W,00029,69.547,-93.577
CYYJ,YYJ,VICTORIA INTERNATIONAL,VICTORIA,CANADA,048,038,049,N,123,025,033,W,00020,48.647,-123.426
CYYL,YYL,LYNN LAKE,LYNN LAKE,CANADA,056,051,050,N,101,004,034,W,00357,56.864,-101.076
CYYN,YYN,SWIFT CURRENT,SWIFT CURRENT,CANADA,050,017,031,N,107,041,026,W,00817,50.292,-107.691
CYYQ,YYQ,CHURCHILL,CHURCHILL,CANADA,058,044,021,N,094,003,054,W,00029,58.739,-94.065
CYYR,YYR,GOOSE BAY,GOOSE BAY,CANADA,053,019,009,N,060,025,033,W,00049,53.319,-60.426
CYYT,YYT,ST JOHNS INTERNATIONAL,ST. JOHN'S,CANADA,047,037,007,N,052,045,007,W,00141,47.619,-52.752
CYYU,YYU,KAPUSKASING,KAPUSKASING,CANADA,049,024,050,N,082,028,003,W,00227,49.414,-82.468
CYYW,YYW,ARMSTRONG,ARMSTRONG,CANADA,050,017,025,N,088,054,035,W,00323,50.29,-88.91
CYYY,YYY,MONT JOLI,MONT JOLI,CANADA,048,036,031,N,068,012,029,W,00053,48.609,-68.208
CYYZ,YYZ,LESTER B PEARSON INTERNATIONAL,TORONTO,CANADA,043,040,038,N,079,037,050,W,00174,43.677,-79.631
CYZA,N/A,N/A,ASHCROFT,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CYZD,YZD,DOWNSVIEW,TORONTO,CANADA,043,044,033,N,079,027,056,W,00199,43.742,-79.466
CYZE,YZE,GORE BAY MANITOULIN,GORE BAY,CANADA,045,053,007,N,082,034,004,W,00194,45.885,-82.568
CYZF,YZF,YELLOWKNIFE,YELLOWKNIFE,CANADA,062,027,046,N,114,026,025,W,00206,62.463,-114.44
CYZH,YZH,SLAVE LAKE,SLAVE LAKE,CANADA,055,017,036,N,114,046,042,W,00583,55.293,-114.778
CYZP,YZP,SANDSPIT,SANDSPIT,CANADA,053,015,015,N,131,048,050,W,00007,53.254,-131.814
CYZR,YZR,CHRIS HADFIELD,SARNIA,CANADA,042,059,058,N,082,018,032,W,00182,42.999,-82.309
CYZT,YZT,PORT HARDY,PORT HARDY,CANADA,050,040,050,N,127,022,000,W,00022,50.681,-127.367
CYZU,YZU,WHITECOURT,WHITECOURT,CANADA,054,008,038,N,115,047,012,W,00783,54.144,-115.787
CYZV,YZV,SEPT ILES,SEPT-ILES,CANADA,050,013,024,N,066,015,056,W,00055,50.223,-66.266
CYZW,YZW,TESLIN,TESLIN,CANADA,060,010,022,N,132,044,034,W,00706,60.173,-132.743
CYZX,YZX,GREENWOOD,GREENWOOD,CANADA,044,059,004,N,064,055,001,W,00029,44.984,-64.917
CZFA,ZFA,FARO,FARO,CANADA,062,012,027,N,133,022,033,W,00717,62.208,-133.376
CZFM,ZFM,FORT MCPHERSON,FORT MCPHERSON,CANADA,067,024,028,N,134,051,037,W,00044,67.408,-134.86
CZNB,N/A,N/A,NORTH BAY,CANADA,000,000,000,U,000,000,000,U,00000,0,0
CZUE,N/A,N/A,CAPE PARRY,CANADA,000,000,000,U,000,000,000,U,00000,0,0
DAAB,N/A,BLIDA,BLIDA,ALGERIA,036,030,013,N,002,048,051,E,00164,36.504,2.814
DAAD,N/A,BOU SAADA,BOU SAADA,ALGERIA,035,019,057,N,004,012,023,E,00460,35.333,4.206
DAAE,BJA,SOUMMAM,BEJAJA,ALGERIA,036,042,043,N,005,004,011,E,00007,36.712,5.07
DAAF,N/A,N/A,AOULEF,ALGERIA,000,000,000,U,000,000,000,U,00000,0,0
DAAG,ALG,HOUARI BOUMEDIENE,ALGIER,ALGERIA,036,041,027,N,003,012,055,E,00025,36.691,3.215
DAAJ,DJG,TISKA,DJANET,ALGERIA,024,017,033,N,009,027,008,E,00969,24.293,9.452
DAAK,N/A,BOUFARIK,BOUFARIK,ALGERIA,036,032,045,N,002,052,034,E,00103,36.546,2.876
DAAM,N/A,TELERGHMA,TELERGMA,ALGERIA,036,006,031,N,006,021,052,E,00758,36.109,6.364
DAAN,N/A,REGGANE,REGGAN,ALGERIA,026,042,036,N,000,017,008,E,00292,26.71,0.286
DAAP,VVZ,ILLIZI,ILLIZI,ALGERIA,026,034,024,N,008,029,001,E,00542,26.573,8.484
DAAQ,N/A,AIN OUSSERA,AIN OUSSERA,ALGERIA,035,031,031,N,002,052,043,E,00650,35.525,2.879
DAAS,GSF,SETIF AIN ARNAT,SETIF,ALGERIA,036,010,041,N,005,019,028,E,01025,36.178,5.324
DAAT,TMR,TAMANRASSET,TAMANRASSET,ALGERIA,022,048,039,N,005,027,003,E,01378,22.811,5.451
DAAV,GJL,JIJEL,JIJEL,ALGERIA,036,047,042,N,005,052,024,E,00011,36.795,5.873
DAAW,N/A,N/A,BORDJ OMAR DRISS,ALGERIA,000,000,000,U,000,000,000,U,00000,0,0
DAAX,N/A,N/A,CHERAGAS,ALGERIA,000,000,000,U,000,000,000,U,00000,0,0
DAAY,N/A,MECHERIA,MECHERIA,ALGERIA,033,032,009,N,000,014,032,W,01176,33.536,-0.242
DAAZ,N/A,RELIZANE,RELIZANE,ALGERIA,035,045,008,N,000,037,034,E,00086,35.752,0.626
DABB,AAE,ANNABA,ANNABA,ALGERIA,036,049,020,N,007,048,033,E,00005,36.822,7.809
DABC,CZL,MOHAMED BOUDIAF INTERNATIONAL,CONSTANTINE,ALGERIA,036,016,036,N,006,037,026,E,00691,36.277,6.624
DABP,N/A,N/A,SKIKDA,ALGERIA,000,000,000,U,000,000,000,U,00000,0,0
DABS,TEE,CHEIKH LARBI TEBESSI,TEBESSA,ALGERIA,035,025,053,N,008,007,014,E,00812,35.431,8.121
DABT,N/A,N/A,BATNA,ALGERIA,000,000,000,U,000,000,000,U,00000,0,0
DADF,N/A,N/A,DARRA-I-SOOF,AFGHANISTAN,000,000,000,U,000,000,000,U,00000,0,0
DAFH,HRM,HASSI R MEL,TILREMPT,ALGERIA,032,055,047,N,003,018,044,E,00775,32.93,3.312
DAFI,N/A,N/A,DJELFA,ALGERIA,000,000,000,U,000,000,000,U,00000,0,0
DAOB,TID,BOU CHEKIF,TIARET,ALGERIA,035,020,028,N,001,027,047,E,00990,35.341,1.463
DAOC,CBH,N/A,BECHAR,ALGERIA,000,000,000,U,000,000,000,U,00000,0,0
DAOE,N/A,BOU SFER,BOU SFER,ALGERIA,035,044,007,N,000,048,019,W,00057,35.735,-0.805
DAOF,TIN,TINDOUF,TINDOUF,ALGERIA,027,042,001,N,008,010,001,W,00443,27.7,-8.167
DAOI,QAS,ECH CHELIFF,ECH-CHELIFF,ALGERIA,036,012,045,N,001,019,054,E,00142,36.213,1.332
DAOL,TAF,TAFARAOUI,ORAN,ALGERIA,035,032,032,N,000,031,056,W,00112,35.542,-0.532
DAON,TLM,ZENATA,TLEMCEN,ALGERIA,035,001,000,N,001,027,000,W,00249,35.017,-1.45
DAOO,ORN,ES SENIA,ORAN,ALGERIA,035,037,025,N,000,037,016,W,00090,35.624,-0.621
DAOS,N/A,SIDI BEL ABBES,SIDI BEL ABBES,ALGERIA,035,010,018,N,000,035,035,W,00492,35.172,-0.593
DAOV,MUW,GHRISS,GHRISS,ALGERIA,035,012,027,N,000,008,049,E,00514,35.208,0.147
DASM,N/A,N/A,SAMANGAN,AFGHANISTAN,000,000,000,U,000,000,000,U,00000,0,0
DATG,INF,N/A,IN GUEZZAM,ALGERIA,000,000,000,U,000,000,000,U,00000,0,0
DATM,BMW,N/A,BORDJ MOKHTAR,ALGERIA,000,000,000,U,000,000,000,U,00000,0,0
DAUA,AZR,TOUAT CHEIKH SIDI MOHAMED BELKEBIR,ADRAR,ALGERIA,027,050,015,N,000,011,011,W,00281,27.837,-0.186
DAUB,BSK,BISKRA,BISKRA,ALGERIA,034,047,035,N,005,044,017,E,00089,34.793,5.738
DAUE,ELG,EL GOLEA,EL GOLEA,ALGERIA,030,034,016,N,002,051,034,E,00399,30.571,2.859
DAUG,GHA,NOUMERATE,GHARDAIA,ALGERIA,032,023,002,N,003,047,038,E,00461,32.384,3.794
DAUH,HME,OUED IRARA,HASSI-MESSAOUD,ALGERIA,031,040,022,N,006,008,025,E,00142,31.673,6.14
DAUI,INZ,IN SALAH,IN SALAH,ALGERIA,027,015,003,N,002,030,043,E,00270,27.251,2.512
DAUK,TGR,SIDI MAHDI,TOUGGOURT,ALGERIA,033,004,004,N,006,005,019,E,00086,33.068,6.089
DAUL,LOO,LAGHOUAT,LAGHOUAT,ALGERIA,033,045,050,N,002,055,038,E,00766,33.764,2.927
DAUT,TMX,TIMIMOUN,TIMIMOUN,ALGERIA,029,014,013,N,000,016,033,E,00314,29.237,0.276
DAUU,OGX,OUARGLA,OUARGLA,ALGERIA,031,055,002,N,005,024,046,E,00150,31.917,5.413
DAUZ,IAM,IN AMENAS,ZARZAITINE,ALGERIA,028,003,005,N,009,038,034,E,00563,28.051,9.643
DBBB,COO,COTONOU CADJEHOUN,COTONOU,BENIN,006,021,026,N,002,023,003,E,00006,6.357,2.384
DBBC,N/A,N/A,CANA,BENIN,000,000,000,U,000,000,000,U,00000,0,0
DBBD,N/A,N/A,DJOUGOU,BENIN,000,000,000,U,000,000,000,U,00000,0,0
DBBK,KDC,N/A,KANDI,BENIN,000,000,000,U,000,000,000,U,00000,0,0
DBBN,NAE,N/A,NATITINGOU,BENIN,000,000,000,U,000,000,000,U,00000,0,0
DBBO,N/A,N/A,PORGA,BENIN,000,000,000,U,000,000,000,U,00000,0,0
DBBP,PKO,PARAKOU,PARAKOU,BENIN,009,021,025,N,002,036,032,E,00386,9.357,2.609
DBBR,N/A,N/A,BEMBEREKE,BENIN,000,000,000,U,000,000,000,U,00000,0,0
DBBS,N/A,N/A,SAVE,BENIN,000,000,000,U,000,000,000,U,00000,0,0
DFCA,N/A,N/A,KAYA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCB,N/A,N/A,BARSALOGHO,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCC,OUG,N/A,OUAHIGOUYA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCD,N/A,N/A,DIDYR,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCE,N/A,N/A,BATIE,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCG,N/A,N/A,KONGOUSSI,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCI,N/A,N/A,TITAO,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCJ,N/A,N/A,DJIBO,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCK,N/A,N/A,KOUDOUGOU,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCL,N/A,N/A,LEO,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCM,N/A,N/A,MANGA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCO,N/A,N/A,BOROMO,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCP,N/A,N/A,PO,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCR,N/A,N/A,POURA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCS,N/A,N/A,SEGUENEGA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCT,N/A,N/A,TENADO,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCU,N/A,N/A,GOURCY,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFCY,N/A,N/A,YAKO,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFEA,N/A,N/A,BOULSA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFEB,N/A,N/A,BOGANDE,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFEC,N/A,N/A,KOMIN-YANGA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFED,N/A,N/A,DIAPAGA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFEE,DOR,N/A,DORI,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFEF,FNG,N/A,FADA N'GOURMA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFEG,XGG,N/A,GOROM GOROM,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFEK,N/A,N/A,KOUPELA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFEL,XKA,N/A,KANTCHARI,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFEM,N/A,N/A,TAMBAO,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFEO,N/A,N/A,ZORGO,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFEP,N/A,N/A,PAMA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFER,N/A,N/A,ARLI,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFES,N/A,N/A,SEBBA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFET,TEG,N/A,TENKODOGO,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFEY,N/A,N/A,OUARGAYE,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFEZ,N/A,N/A,ZABRE,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFFD,OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,012,021,011,N,001,030,044,W,00317,12.353,-1.512
DFOA,N/A,N/A,DANO,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFOB,BNR,N/A,BANFORA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFOD,DGU,N/A,DEDOUGOU,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFOF,N/A,N/A,SAFANE,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFOG,XGA,N/A,AMILCAR CABRAL DE GAQUA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFOH,N/A,N/A,HOUNDE,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFOL,N/A,N/A,LOUMANA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFON,XNU,N/A,NOUNA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFOO,BOY,BOBO DIOULASSO,BOBO-DIOULASSO,BURKINA FASO,011,009,036,N,004,019,051,W,00461,11.16,-4.331
DFOR,N/A,N/A,CORODARA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFOS,N/A,N/A,SIDERADOUGOU,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFOT,N/A,N/A,TOUGAN,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFOU,N/A,N/A,DIEBOUGOU,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DFOY,N/A,N/A,ARIBINDA,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0,0
DGAA,ACC,KOTOKA INTERNATIONAL,ACCRA,GHANA,005,036,010,N,000,010,005,W,00063,5.603,-0.168
DGAD,N/A,N/A,ADA,GHANA,000,000,000,U,000,000,000,U,00000,0,0
DGAH,N/A,N/A,HO,GHANA,000,000,000,U,000,000,000,U,00000,0,0
DGAK,N/A,N/A,AKUSE,GHANA,000,000,000,U,000,000,000,U,00000,0,0
DGAL,N/A,N/A,KETE-KRACHI,GHANA,000,000,000,U,000,000,000,U,00000,0,0
DGAS,N/A,N/A,SALTPOND,GUYANA,000,000,000,U,000,000,000,U,00000,0,0
DGAT,N/A,N/A,TEMA,GHANA,000,000,000,U,000,000,000,U,00000,0,0
DGCY,CKY,N/A,CONAKRY,GHANA,000,000,000,U,000,000,000,U,00000,0,0
DGKA,N/A,N/A,AKIM ODA,GHANA,000,000,000,U,000,000,000,U,00000,0,0
DGKK,N/A,N/A,KOFORIDUA,GHANA,000,000,000,U,000,000,000,U,00000,0,0
DGLB,N/A,N/A,BOLE,GHANA,000,000,000,U,000,000,000,U,00000,0,0
DGLE,TML,TAMALE,TAMALE,GHANA,009,033,048,N,000,051,048,W,00169,9.563,-0.863
DGLN,N/A,N/A,NAVRONGO,GHANA,000,000,000,U,000,000,000,U,00000,0,0
DGLW,N/A,WA,WA,GHANA,010,004,057,N,002,030,027,W,00324,10.082,-2.507
DGLY,N/A,N/A,YENDI,GHANA,000,000,000,U,000,000,000,U,00000,0,0
DGSB,N/A,N/A,SEFWI-BEKWAI,GHANA,000,000,000,U,000,000,000,U,00000,0,0
DGSN,NYI,SUNYANI,SUNYANI,GHANA,007,021,042,N,002,019,043,W,00310,7.362,-2.329
DGSW,N/A,N/A,WENCHI,CHINA,000,000,000,U,000,000,000,U,00000,0,0
DGTK,TKD,TAKORADI,TAKORADI,GHANA,004,053,036,N,001,046,030,W,00007,4.893,-1.775
DGTX,N/A,N/A,AXIM,GHANA,000,000,000,U,000,000,000,U,00000,0,0
DIAD,N/A,N/A,ADIAKE,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIAE,N/A,N/A,AGBOVILLE,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIAO,N/A,N/A,ABOISSO,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIAP,ABJ,ABIDJAN FELIX HOUPHOUET BOIGNY INTERNATIONAL,ABIDJAN,IVORY COAST,005,015,035,N,003,055,035,W,00007,5.26,-3.926
DIAU,OGO,N/A,ABENGOUROU,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIBC,N/A,N/A,BOCANDA,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIBI,BXI,N/A,BOUNDIALI,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIBK,BYK,BOUAKE,BOUAKE,IVORY COAST,007,044,019,N,005,004,025,W,00375,7.739,-5.074
DIBN,BQO,N/A,BUONA,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIBU,BDK,N/A,BONDOUKOU,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIDB,N/A,N/A,DABOU,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIDK,DIM,N/A,DIMBOKRO,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIDL,DJO,DALOA,DALOA,IVORY COAST,006,047,033,N,006,028,023,W,00251,6.792,-6.473
DIDV,N/A,N/A,DIVO,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIFK,N/A,N/A,FERKESSEDOUGOU,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIGA,GGN,N/A,GAGNOA,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIGL,GGO,N/A,GUIGLO,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIGN,BBV,N/A,GRAND BEREBY,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIKO,HGO,KORHOGO,KORHOGO,IVORY COAST,009,023,013,N,005,033,023,W,00370,9.387,-5.556
DIMN,MJC,MAN,MAN,IVORY COAST,007,016,019,N,007,035,013,W,00332,7.272,-7.587
DIOD,KEO,N/A,ODIENNE,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIOF,OFI,N/A,OUANGO FITINI,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIPG,N/A,N/A,PORT GAUTHIER,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DISG,SEO,N/A,SEGUELA,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DISP,SPY,SAN PEDRO,SAN PEDRO,IVORY COAST,004,044,048,N,006,039,038,W,00008,4.747,-6.661
DISS,ZSS,N/A,SASSANDRA,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DITB,TXU,N/A,TABOU,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DITM,TOZ,N/A,TOUBA,IVORY COAST,000,000,000,U,000,000,000,U,00000,0,0
DIYO,ASK,YAMOUSSOUKRO,YAMOUSSOUKRO,IVORY COAST,006,054,011,N,005,021,057,W,00214,6.903,-5.366
DNAA,ABV,ABUJA NNAMDI AZIKIWE INTERNATIONAL,ABUJA,NIGERIA,009,000,024,N,007,015,047,E,00343,9.007,7.263
DNAK,AKR,AKURE,AKURE,NIGERIA,007,014,048,N,005,018,003,E,00336,7.247,5.301
DNBE,BNI,BENIN,BENIN,NIGERIA,006,019,002,N,005,035,058,E,00079,6.317,5.599
DNBI,N/A,N/A,BIDA,NIGERIA,000,000,000,U,000,000,000,U,00000,0,0
